UTC,Open,High,Low,Close,Volume
25.04.2022 17:41:47.000 UTC,0.91445,0.91446,0.91443,0.91446,6
25.04.2022 17:41:48.000 UTC,0.91443,0.91443,0.91443,0.91443,1.2
25.04.2022 17:41:49.000 UTC,0.91442,0.91443,0.91442,0.91443,2.4
25.04.2022 17:41:51.000 UTC,0.91442,0.91444,0.91441,0.91443,7.2
25.04.2022 17:41:53.000 UTC,0.91443,0.91443,0.91443,0.91443,1.34
25.04.2022 17:41:54.000 UTC,0.91444,0.91444,0.91442,0.91442,2.54
25.04.2022 17:41:55.000 UTC,0.91444,0.91444,0.91444,0.91444,1.2
25.04.2022 17:41:57.000 UTC,0.91443,0.91443,0.91442,0.91442,2.54
25.04.2022 17:41:58.000 UTC,0.91443,0.91443,0.91438,0.91439,7.2
25.04.2022 17:41:59.000 UTC,0.91441,0.91441,0.91441,0.91441,1.2
25.04.2022 17:42:00.000 UTC,0.91441,0.91441,0.91441,0.91441,3.5999999999999996
25.04.2022 17:42:02.000 UTC,0.91439,0.91439,0.91439,0.91439,1.2
25.04.2022 17:42:03.000 UTC,0.91438,0.91439,0.91436,0.91439,4.94
25.04.2022 17:42:04.000 UTC,0.91436,0.91441,0.91436,0.9144,8.08
25.04.2022 17:42:06.000 UTC,0.9144,0.9144,0.91438,0.91439,5.1000000000000005
25.04.2022 17:42:07.000 UTC,0.91441,0.91441,0.91441,0.91441,2.4
25.04.2022 17:42:08.000 UTC,0.91437,0.91439,0.91435,0.91439,6.140000000000001
25.04.2022 17:42:09.000 UTC,0.9144,0.91441,0.9144,0.91441,2.4
25.04.2022 17:42:10.000 UTC,0.9144,0.91441,0.91436,0.91436,5.4
25.04.2022 17:42:12.000 UTC,0.91435,0.91436,0.91435,0.91436,2.4
25.04.2022 17:42:14.000 UTC,0.91436,0.91436,0.91436,0.91436,1.2
25.04.2022 17:42:15.000 UTC,0.91436,0.91437,0.91435,0.91437,4.8
25.04.2022 17:42:16.000 UTC,0.91437,0.91437,0.91437,0.91437,1.2
25.04.2022 17:42:17.000 UTC,0.91437,0.91437,0.91437,0.91437,2.4
25.04.2022 17:42:18.000 UTC,0.91437,0.91437,0.91436,0.91436,3.5999999999999996
25.04.2022 17:42:19.000 UTC,0.91435,0.91435,0.91435,0.91435,1.2
25.04.2022 17:42:20.000 UTC,0.91435,0.91435,0.91435,0.91435,1.2
25.04.2022 17:42:21.000 UTC,0.91435,0.91436,0.91435,0.91436,3.5999999999999996
25.04.2022 17:42:22.000 UTC,0.91432,0.91433,0.91432,0.91433,2.68
25.04.2022 17:42:23.000 UTC,0.91432,0.91433,0.91432,0.91433,3
25.04.2022 17:42:25.000 UTC,0.91433,0.91433,0.91432,0.91433,4.8
25.04.2022 17:42:26.000 UTC,0.91434,0.91434,0.91434,0.91434,1.2
25.04.2022 17:42:28.000 UTC,0.91434,0.91434,0.91431,0.91434,4.8
25.04.2022 17:42:29.000 UTC,0.91434,0.91434,0.91432,0.91432,3.5999999999999996
25.04.2022 17:42:31.000 UTC,0.91431,0.91434,0.91431,0.91431,6
25.04.2022 17:42:32.000 UTC,0.91431,0.91431,0.91431,0.91431,1.2
25.04.2022 17:42:34.000 UTC,0.91431,0.91431,0.91431,0.91431,1.2
25.04.2022 17:42:35.000 UTC,0.91432,0.91437,0.91432,0.91437,4.8
25.04.2022 17:42:36.000 UTC,0.91436,0.91437,0.91436,0.91437,2.4
25.04.2022 17:42:37.000 UTC,0.91435,0.91436,0.91435,0.91435,3.5999999999999996
25.04.2022 17:42:38.000 UTC,0.91436,0.91436,0.91435,0.91435,2.4
25.04.2022 17:42:39.000 UTC,0.91434,0.91434,0.91431,0.91431,6.14
25.04.2022 17:42:40.000 UTC,0.91433,0.91434,0.91433,0.91434,2.4
25.04.2022 17:42:41.000 UTC,0.91434,0.91434,0.91432,0.91432,3.5999999999999996
25.04.2022 17:42:42.000 UTC,0.91431,0.91431,0.91429,0.9143,4.94
25.04.2022 17:42:43.000 UTC,0.91427,0.91427,0.91427,0.91427,1.2
25.04.2022 17:42:44.000 UTC,0.91428,0.91428,0.91422,0.91425,6.42
25.04.2022 17:42:45.000 UTC,0.91425,0.91425,0.91425,0.91425,1.34
25.04.2022 17:42:46.000 UTC,0.91429,0.91429,0.91428,0.91428,2.4
25.04.2022 17:42:49.000 UTC,0.91429,0.91429,0.91429,0.91429,2.54
25.04.2022 17:42:50.000 UTC,0.91429,0.91429,0.91429,0.91429,1.2
25.04.2022 17:42:52.000 UTC,0.91428,0.91428,0.91427,0.91427,3.5999999999999996
25.04.2022 17:42:55.000 UTC,0.91427,0.91428,0.91425,0.91425,4.8
25.04.2022 17:42:56.000 UTC,0.91426,0.91426,0.91426,0.91426,2.4
25.04.2022 17:42:58.000 UTC,0.91426,0.91426,0.91424,0.91425,4.94
25.04.2022 17:42:59.000 UTC,0.91424,0.91424,0.91422,0.91423,3.5999999999999996
25.04.2022 17:43:00.000 UTC,0.91424,0.91424,0.9142,0.91423,6
25.04.2022 17:43:01.000 UTC,0.91421,0.91421,0.91421,0.91421,2.4
25.04.2022 17:43:02.000 UTC,0.91422,0.91424,0.91421,0.91421,5.1
25.04.2022 17:43:03.000 UTC,0.91422,0.91425,0.91422,0.91425,5.1000000000000005
25.04.2022 17:43:05.000 UTC,0.91427,0.91429,0.91427,0.91428,7.2
25.04.2022 17:43:06.000 UTC,0.91428,0.91429,0.91428,0.91429,4.8
25.04.2022 17:43:07.000 UTC,0.91428,0.9143,0.91427,0.91427,4.8
25.04.2022 17:43:08.000 UTC,0.91427,0.91427,0.91426,0.91426,2.4
25.04.2022 17:43:09.000 UTC,0.91425,0.91427,0.91425,0.91427,3.74
25.04.2022 17:43:11.000 UTC,0.91429,0.91429,0.91429,0.91429,1.2
25.04.2022 17:43:12.000 UTC,0.91431,0.91431,0.91427,0.91427,6.260000000000001
25.04.2022 17:43:13.000 UTC,0.91427,0.91427,0.91426,0.91427,4.48
25.04.2022 17:43:15.000 UTC,0.91426,0.91426,0.91426,0.91426,3
25.04.2022 17:43:16.000 UTC,0.91428,0.9143,0.91428,0.91429,4.92
25.04.2022 17:43:17.000 UTC,0.9143,0.9143,0.9143,0.9143,1.2
25.04.2022 17:43:18.000 UTC,0.9143,0.9143,0.9143,0.9143,1.2
25.04.2022 17:43:20.000 UTC,0.91431,0.91431,0.91431,0.91431,1.2
25.04.2022 17:43:21.000 UTC,0.9143,0.9143,0.91424,0.91424,7.340000000000001
25.04.2022 17:43:22.000 UTC,0.91424,0.91425,0.91424,0.91425,3.5999999999999996
25.04.2022 17:43:23.000 UTC,0.91427,0.91427,0.91427,0.91427,1.2
25.04.2022 17:43:24.000 UTC,0.91425,0.91426,0.91425,0.91426,4.8
25.04.2022 17:43:25.000 UTC,0.91426,0.91426,0.91426,0.91426,1.2
25.04.2022 17:43:26.000 UTC,0.91426,0.9143,0.91426,0.9143,4.8
25.04.2022 17:43:27.000 UTC,0.91429,0.91432,0.91429,0.9143,6
25.04.2022 17:43:29.000 UTC,0.91431,0.91431,0.9143,0.9143,2.4
25.04.2022 17:43:30.000 UTC,0.9143,0.9143,0.9143,0.9143,2.4
25.04.2022 17:43:31.000 UTC,0.91432,0.91432,0.91432,0.91432,3.5999999999999996
25.04.2022 17:43:32.000 UTC,0.9143,0.9143,0.91428,0.91428,2.4
25.04.2022 17:43:33.000 UTC,0.91429,0.91429,0.91427,0.91429,3.5999999999999996
25.04.2022 17:43:35.000 UTC,0.91429,0.91431,0.91429,0.91431,2.4
25.04.2022 17:43:36.000 UTC,0.9143,0.91431,0.9143,0.91431,2.4
25.04.2022 17:43:37.000 UTC,0.91431,0.91431,0.91431,0.91431,2.4
